ETHNICITY,ETHNICITY_RECAT,AB_GROUP,AB_TRIBE,AB_LANG
Yale Indian,Out,,,
Yale Tribe,Out,,,
Tuscarora,Ab,FN,Tuscarora,Iroquoian
Zimshean,Ab,FN,Tsimshian,Tsimshian
Tsimsian,Ab,FN,Tsimshian,Tsimshian
Tsimpseau,Ab,FN,Tsimshian,Tsimshian
Tsimhsian Indian,Ab,FN,Tsimshian,Tsimshian
Tseshaht,Ab,FN,Nuu-chah-nulth,Wakashan
Tserhaht,Ab,FN,Nuu-chah-nulth,Wakashan
Tsoshaht,Ab,FN,Nuu-chah-nulth,Wakashan
Claoquaht,Ab,FN,Nuu-chah-nulth,Wakashan
Tresbalit,Ab,FN,Nuu-chah-nulth,Wakashan
Claoquht,Ab,FN,Nuu-chah-nulth,Wakashan
Toquaht,Ab,FN,Nuu-chah-nulth,Wakashan
Claoqusht,Ab,FN,Nuu-chah-nulth,Wakashan
Toeshaht,Ab,FN,Nuu-chah-nulth,Wakashan
Clayoquaht,Ab,FN,Nuu-chah-nulth,Wakashan
Claoquabt,Ab,FN,Nuu-chah-nulth,Wakashan
Trubaht,Ab,FN,Nuu-chah-nulth,Wakashan
Troquoise,Ab,FN,Nuu-chah-nulth,Wakashan
Treshaht,Ab,FN,Nuu-chah-nulth,Wakashan
Traohaht,Ab,FN,Nuu-chah-nulth,Wakashan
Toyuaht,Ab,FN,Nuu-chah-nulth,Wakashan
Clayoqust,Ab,FN,Nuu-chah-nulth,Wakashan
Thompson In,Ab,FN,Thompson,Salish
Thomp Indian,Ab,FN,Thompson,Salish
Thompson River Indian,Ab,FN,Thompson,Salish
Thomp Ind,Ab,FN,Thompson,Salish
Thompson Tribe,Ab,FN,Thompson,Salish
Thompson Indian,Ab,FN,Thompson,Salish
Tahltan Indian,Ab,FN,Tahltan,Athapaskan
Tahltan,Ab,FN,Tahltan,Athapaskan
Indian Tahltan,Ab,FN,Tahltan,Athapaskan
Stony,Ab,FN,Stoney,Siouan
Stoney,Ab,FN,Stoney,Siouan
Story,Ab,FN,Stoney,Siouan
Stony India,Ab,FN,Stoney,Siouan
Fraser River Indian,Ab,FN,Sto:lo,Salish
Fraser River Indias,Ab,FN,Sto:lo,Salish
Fraser River,Ab,FN,Sto:lo,Salish
Fraser River Indians,Ab,FN,Sto:lo,Salish
Fraser River Ind,Ab,FN,Sto:lo,Salish
Indian Squamish,Ab,FN,Squamish,Salish
Slavish,Ab,FN,Slavey,Athapaskan
Slavi,Ab,FN,Slavey,Athapaskan
Slav,Ab,FN,Slavey,Athapaskan
Exclave,Ab,FN,Slavey,Athapaskan
Esclave,Ab,FN,Slavey,Athapaskan
Slave,Ab,FN,Slavey,Athapaskan
Slavs,Ab,FN,Slavey,Athapaskan
Slavy,Ab,FN,Slavey,Athapaskan
Six Nation,Ab,FN,Six Nations,Iroquoian
Six Nation Indian,Ab,FN,Six Nations,Iroquoian
Six Notion,Ab,FN,Six Nations,Iroquoian
Six. N. Ind,Ab,FN,Six Nations,Iroquoian
Souix,Ab,FN,Sioux,Siouan
Sioux,Ab,FN,Sioux,Siouan
Sieux,Ab,FN,Sioux,Siouan
Sioux Us,Ab,FN,Sioux,Siouan
Sioux Nwt,Ab,FN,Sioux,Siouan
Siouan Indian,Ab,FN,Sioux,Siouan
Sioux Ns,Ab,FN,Sioux,Siouan
Shuswap,Ab,FN,Shuswap,Salish
Shuswap Indian,Ab,FN,Shuswap,Salish
Shuswap Ind,Ab,FN,Shuswap,Salish
Indian Sushwap,Ab,FN,Shuswap,Salish
Seneca,Ab,FN,Seneca,Iroquoian
Senca,Ab,FN,Seneca,Iroquoian
Saulteaux,Ab,FN,Ojibwa,Algonquian
Salteaux,Ab,FN,Ojibwa,Algonquian
Saulteux,Ab,FN,Ojibwa,Algonquian
Salkaux,Ab,FN,Ojibwa,Algonquian
Saulteau,Ab,FN,Ojibwa,Algonquian
Sautleaux,Ab,FN,Ojibwa,Algonquian
Salteau,Ab,FN,Ojibwa,Algonquian
Saulteax,Ab,FN,Ojibwa,Algonquian
Sautteaux,Ab,FN,Ojibwa,Algonquian
Santeux,Ab,FN,Ojibwa,Algonquian
Salteaur,Ab,FN,Ojibwa,Algonquian
Salkanx,Ab,FN,Ojibwa,Algonquian
Sautteauy,Ab,FN,Ojibwa,Algonquian
Sauteux,Ab,FN,Ojibwa,Algonquian
Sarcee,Ab,FN,Sarcee,Athapaskan
Salish,Ab,FN,Salish,Salish
Salich,Ab,FN,Salish,Salish
Onondaga,Ab,FN,Onondaga,Iroquoian
Onondga,Ab,FN,Onondaga,Iroquoian
Onondags,Ab,FN,Onondaga,Iroquoian
Onondagas,Ab,FN,Onondaga,Iroquoian
Onondagan,Ab,FN,Onondaga,Iroquoian
Ononaga,Ab,FN,Onondaga,Iroquoian
Indian Onondaga,Ab,FN,Onondaga,Iroquoian
Oneida,Ab,FN,Oneida,Iroquoian
Onida,Ab,FN,Oneida,Iroquoian
Onicda,Ab,FN,Oneida,Iroquoian
Oeida,Ab,FN,Oneida,Iroquoian
Ineida Indian,Ab,FN,Oneida,Iroquoian
Oneida In,Ab,FN,Oneida,Iroquoian
Onida Ind,Ab,FN,Oneida,Iroquoian
Onedia,Ab,FN,Oneida,Iroquoian
Oneidas,Ab,FN,Oneida,Iroquoian
Onidea,Ab,FN,Oneida,Iroquoian
Onida Tribe,Ab,FN,Oneida,Iroquoian
Ojibbeway,Ab,FN,Ojibwa,Algonquian
Chippewa,Ab,FN,Ojibwa,Algonquian
Ojibbewa,Ab,FN,Ojibwa,Algonquian
Objibbeway,Ab,FN,Ojibwa,Algonquian
Chip,Ab,FN,Ojibwa,Algonquian
Chippawa,Ab,FN,Ojibwa,Algonquian
Ojebway,Ab,FN,Ojibwa,Algonquian
Ojibway,Ab,FN,Ojibwa,Algonquian
Chipp,Ab,FN,Ojibwa,Algonquian
Ojibeway,Ab,FN,Ojibwa,Algonquian
Chipawa,Ab,FN,Ojibwa,Algonquian
Chippewayan,Ab,FN,Ojibwa,Algonquian
Objibway,Ab,FN,Ojibwa,Algonquian
Ojibbawas,Ab,FN,Ojibwa,Algonquian
Ojibbway,Ab,FN,Ojibwa,Algonquian
Objibbway,Ab,FN,Ojibwa,Algonquian
Ojibewas,Ab,FN,Ojibwa,Algonquian
Indian Chippewa,Ab,FN,Ojibwa,Algonquian
Chippewa Indian,Ab,FN,Ojibwa,Algonquian
Chipewa Indian,Ab,FN,Ojibwa,Algonquian
Objebbeway,Ab,FN,Ojibwa,Algonquian
Objibiwa,Ab,FN,Ojibwa,Algonquian
Cippawa,Ab,FN,Ojibwa,Algonquian
Cippewa,Ab,FN,Ojibwa,Algonquian
Ojib,Ab,FN,Ojibwa,Algonquian
Chippa,Ab,FN,Ojibwa,Algonquian
Indian Chippawa,Ab,FN,Ojibwa,Algonquian
Chipewa,Ab,FN,Ojibwa,Algonquian
Objibbéway,Ab,FN,Ojibwa,Algonquian
Ajibbewa,Ab,FN,Ojibwa,Algonquian
Objibbewa,Ab,FN,Ojibwa,Algonquian
Ojibbaway,Ab,FN,Ojibwa,Algonquian
Obijeway,Ab,FN,Ojibwa,Algonquian
Ojibbawa,Ab,FN,Ojibwa,Algonquian
Ogibway,Ab,FN,Ojibwa,Algonquian
Objibiway,Ab,FN,Ojibwa,Algonquian
Ochippeawa,Ab,FN,Ojibwa,Algonquian
Chippawayan,Ab,FN,Ojibwa,Algonquian
Ochippewa,Ab,FN,Ojibwa,Algonquian
Chippwa,Ab,FN,Ojibwa,Algonquian
Chipwae,Ab,FN,Ojibwa,Algonquian
Ojibewa,Ab,FN,Ojibwa,Algonquian
F. B Ojebway,Ab,FN,Ojibwa,Algonquian
Chipawa Canadian,Ab,FN,Ojibwa,Algonquian
Ochippawa,Ab,FN,Ojibwa,Algonquian
Chippaewa,Ab,FN,Ojibwa,Algonquian
Ojibwa,Ab,FN,Ojibwa,Algonquian
Ojibawa,Ab,FN,Ojibwa,Algonquian
Indian Obijeway,Ab,FN,Ojibwa,Algonquian
Chipeway,Ab,FN,Ojibwa,Algonquian
Shippewa,Ab,FN,Ojibwa,Algonquian
Ojibwas,Ab,FN,Ojibwa,Algonquian
Chippeway,Ab,FN,Ojibwa,Algonquian
Chippewa Mdian,Ab,FN,Ojibwa,Algonquian
Obj,Ab,FN,Ojibwa,Algonquian
Ojibaway,Ab,FN,Ojibwa,Algonquian
Chippewa Am Indian,Ab,FN,Ojibwa,Algonquian
Chippaway,Ab,FN,Ojibwa,Algonquian
Chipewyan,Ab,FN,Ojibwa,Algonquian
Oj,Ab,FN,Ojibwa,Algonquian
Ochppeawa,Ab,FN,Ojibwa,Algonquian
Ochippea,Ab,FN,Ojibwa,Algonquian
Chipwa,Ab,FN,Ojibwa,Algonquian
Chipppewa,Ab,FN,Ojibwa,Algonquian
Chippewap,Ab,FN,Ojibwa,Algonquian
Chippeva,Ab,FN,Ojibwa,Algonquian
Chippeaw,Ab,FN,Ojibwa,Algonquian
Chippaw,Ab,FN,Ojibwa,Algonquian
Chipewan,Ab,FN,Ojibwa,Algonquian
Chipe Indian,Ab,FN,Ojibwa,Algonquian
Chip Sen B,Ab,FN,Ojibwa,Algonquian
Chieppewa,Ab,FN,Ojibwa,Algonquian
Ottawa,Ab,FN,Odawa,Algonquian
Ottawas,Ab,FN,Odawa,Algonquian
Owatta,Ab,FN,Odawa,Algonquian
Indian Ont Ottawa,Ab,FN,Odawa,Algonquian
Ottwa,Ab,FN,Odawa,Algonquian
Ottawa's,Ab,FN,Odawa,Algonquian
Noochahtlaht,Ab,FN,Nuu-chah-nulth,Wakashan
Nooehahtlaht,Ab,FN,Nuu-chah-nulth,Wakashan
Noochatetlecht,Ab,FN,Nuu-chah-nulth,Wakashan
Noochshtlet,Ab,FN,Nuu-chah-nulth,Wakashan
Ahousaht,Ab,FN,Nuu-chah-nulth,Wakashan
Ahousabt,Ab,FN,Nuu-chah-nulth,Wakashan
Ahouraht,Ab,FN,Nuu-chah-nulth,Wakashan
Nootka,Ab,FN,Nuu-chah-nulth,Wakashan
Ahonsaht,Ab,FN,Nuu-chah-nulth,Wakashan
Indienne Montagnaise,Ab,FN,Montagnais,Algonquian
Montagnais,Ab,FN,Montagnais,Algonquian
Montagnais Indiene,Ab,FN,Montagnais,Algonquian
Montagnaise Indiene,Ab,FN,Montagnais,Algonquian
Montagnais Indien,Ab,FN,Montagnais,Algonquian
Montagnaise,Ab,FN,Montagnais,Algonquian
Indian Montagnard,Ab,FN,Montagnais,Algonquian
Montagnard,Ab,FN,Montagnais,Algonquian
Montaegian,Ab,FN,Montagnais,Algonquian
Montagnaise Indienne,Ab,FN,Montagnais,Algonquian
Montagnaise Candienne,Ab,FN,Montagnais,Algonquian
Montagnais Indienne,Ab,FN,Montagnais,Algonquian
Indien Montagnan,Ab,FN,Montagnais,Algonquian
Mohawk,Ab,FN,Mohawk,Iroquoian
Mohaw,Ab,FN,Mohawk,Iroquoian
Mohawk Indian,Ab,FN,Mohawk,Iroquoian
Mohewk I B,Ab,FN,Mohawk,Iroquoian
Mohawk Ind,Ab,FN,Mohawk,Iroquoian
Mohwak,Ab,FN,Mohawk,Iroquoian
Mohawk In,Ab,FN,Mohawk,Iroquoian
Mohawh,Ab,FN,Mohawk,Iroquoian
Indian Mohawk,Ab,FN,Mohawk,Iroquoian
Mohuawk,Ab,FN,Mohawk,Iroquoian
Mohewk,Ab,FN,Mohawk,Iroquoian
Mohayk,Ab,FN,Mohawk,Iroquoian
Mohark,Ab,FN,Mohawk,Iroquoian
Mississagua,Ab,FN,Mississaugas,Algonquian
Mississaugas,Ab,FN,Mississaugas,Algonquian
Missasoga,Ab,FN,Mississaugas,Algonquian
Mississagas,Ab,FN,Mississaugas,Algonquian
Mississaga,Ab,FN,Mississaugas,Algonquian
Missisagie,Ab,FN,Mississaugas,Algonquian
Mississaguas,Ab,FN,Mississaugas,Algonquian
Missisague,Ab,FN,Mississaugas,Algonquian
Micmac,Ab,FN,Micmac,Algonquian
Mic Mac,Ab,FN,Micmac,Algonquian
Mic-mac,Ab,FN,Micmac,Algonquian
Micmac Indian,Ab,FN,Micmac,Algonquian
Micamc,Ab,FN,Micmac,Algonquian
Micmas,Ab,FN,Micmac,Algonquian
Micmab,Ab,FN,Micmac,Algonquian
Micnac,Ab,FN,Micmac,Algonquian
Micmack,Ab,FN,Micmac,Algonquian
Micmac Ind,Ab,FN,Micmac,Algonquian
Micmacs,Ab,FN,Micmac,Algonquian
Micmae,Ab,FN,Micmac,Algonquian
Indian Mie Mae,Ab,FN,Micmac,Algonquian
Indian Micmac,Ab,FN,Micmac,Algonquian
Micmac Qc,Ab,FN,Micmac,Algonquian
Mimac,Ab,FN,Micmac,Algonquian
Micmay Am. I,Ab,FN,Micmac,Algonquian
Indian (micmac),Ab,FN,Micmac,Algonquian
Micmac(indian)breed Fb,Ab,FN,Micmac,Algonquian
Melicite,Ab,FN,Malecite,Algonquian
Milicite Indian,Ab,FN,Malecite,Algonquian
Malécite,Ab,FN,Malecite,Algonquian
Lillooet,Ab,FN,Lillooet,Salish
Lillooet Indian,Ab,FN,Lillooet,Salish
Tsa Wawtieneuh,Ab,FN,Kwakiutl,Wakashan
Tsa Waw Tis Auh,Ab,FN,Kwakiutl,Wakashan
Wiwai Kai,Ab,FN,Kwakiutl,Wakashan
Wewai Kum,Ab,FN,Kwakiutl,Wakashan
Wi Wai Ai Kai,Ab,FN,Kwakiutl,Wakashan
Tsawawtienaul,Ab,FN,Kwakiutl,Wakashan
Wiwaiaikai,Ab,FN,Kwakiutl,Wakashan
We Wai Ai Hum,Ab,FN,Kwakiutl,Wakashan
Tsawawtieneuh,Ab,FN,Kwakiutl,Wakashan
Tsa Ma Cabli Kulla,Ab,FN,Kwakiutl,Wakashan
Tsa Waw Te E Nauk,Ab,FN,Kwakiutl,Wakashan
Tsawawteenauk,Ab,FN,Kwakiutl,Wakashan
Wi Wai Ai Kun,Ab,FN,Kwakiutl,Wakashan
Wewai In Kan,Ab,FN,Kwakiutl,Wakashan
We Wai Ai Kai,Ab,FN,Kwakiutl,Wakashan
Wiwai Ai Kum,Ab,FN,Kwakiutl,Wakashan
We Wai An Kai Eb,Ab,FN,Kwakiutl,Wakashan
We Wai An Kai,Ab,FN,Kwakiutl,Wakashan
Tsa War Te Coul,Ab,FN,Kwakiutl,Wakashan
Kyukaht,Ab,FN,Nuu-chah-nulth,Wakashan
Kyukebt,Ab,FN,Nuu-chah-nulth,Wakashan
Kyakaht,Ab,FN,Nuu-chah-nulth,Wakashan
Kyuquot,Ab,FN,Nuu-chah-nulth,Wakashan
Kyuyuot,Ab,FN,Nuu-chah-nulth,Wakashan
Kyuqust,Ab,FN,Nuu-chah-nulth,Wakashan
Kyuquet,Ab,FN,Nuu-chah-nulth,Wakashan
Na Kwakta,Ab,FN,Kwakiutl,Wakashan
Nakwakta,Ab,FN,Kwakiutl,Wakashan
Na Kwakla,Ab,FN,Kwakiutl,Wakashan
Kwawshela,Ab,FN,Kwakiutl,Wakashan
Kwi Ah Kah,Ab,FN,Kwakiutl,Wakashan
Kwaquilt,Ab,FN,Kwakiutl,Wakashan
Kwi Ah Kal,Ab,FN,Kwakiutl,Wakashan
Kwawkewete,Ab,FN,Kwakiutl,Wakashan
Kwageult,Ab,FN,Kwakiutl,Wakashan
Kwakeins,Ab,FN,Kwakiutl,Wakashan
Kwaguilt,Ab,FN,Kwakiutl,Wakashan
Kwaginlt,Ab,FN,Kwakiutl,Wakashan
Kwishkoh,Ab,FN,Kwakiutl,Wakashan
Kwagiult,Ab,FN,Kwakiutl,Wakashan
Kwagailt,Ab,FN,Kwakiutl,Wakashan
Wakwakta,Ab,FN,Kwakiutl,Wakashan
Kwialkah,Ab,FN,Kwakiutl,Wakashan
Kwawsleta,Ab,FN,Kwakiutl,Wakashan
Kwawska La,Ab,FN,Kwakiutl,Wakashan
Kwawshála,Ab,FN,Kwakiutl,Wakashan
Kwawkeweth,Ab,FN,Kwakiutl,Wakashan
Kwanshola,Ab,FN,Kwakiutl,Wakashan
Kwagenlt,Ab,FN,Kwakiutl,Wakashan
Kwagemlt,Ab,FN,Kwakiutl,Wakashan
Kootenay,Ab,FN,Kootenay,Kootenay
Kootenca,Ab,FN,Kootenay,Kootenay
Iroquois,Ab,FN,Iroquois,Iroquoian
Iroquoise,Ab,FN,Iroquois,Iroquoian
Iroguois,Ab,FN,Iroquois,Iroquoian
Iroqueis,Ab,FN,Iroquois,Iroquoian
Iroquis,Ab,FN,Iroquois,Iroquoian
Iroquoian,Ab,FN,Iroquois,Iroquoian
Iroquios,Ab,FN,Iroquois,Iroquoian
Iroqnois,Ab,FN,Iroquois,Iroquoian
Huronne,Ab,FN,Huron,Iroquoian
Huron,Ab,FN,Huron,Iroquoian
Wyandotte,Ab,FN,Huron,Iroquoian
Wyaredotie,Ab,FN,Huron,Iroquoian
Hurone,Ab,FN,Huron,Iroquoian
Huron Indian,Ab,FN,Huron,Iroquoian
Opetchesaht,Ab,FN,Hupacasath,Wakashan
Opitchesaht,Ab,FN,Hupacasath,Wakashan
Opetcheiaht,Ab,FN,Hupacasath,Wakashan
Heshquiaht,Ab,FN,Nuu-chah-nulth,Wakashan
Heshqueaht,Ab,FN,Nuu-chah-nulth,Wakashan
Heshquisht,Ab,FN,Nuu-chah-nulth,Wakashan
Hetencht,Ab,FN,Nuu-chah-nulth,Wakashan
Hethquiaht,Ab,FN,Nuu-chah-nulth,Wakashan
Heshquest,Ab,FN,Nuu-chah-nulth,Wakashan
Kitksun,Ab,FN,Gitxsan,Tsimshian
Kitkann,Ab,FN,Gitxsan,Tsimshian
Kitkshun,Ab,FN,Gitxsan,Tsimshian
Kitkrun,Ab,FN,Gitxsan,Tsimshian
Kitkran,Ab,FN,Gitxsan,Tsimshian
Kitkeun,Ab,FN,Gitxsan,Tsimshian
Kitkawa,Ab,FN,Gitxsan,Tsimshian
Kitksern,Ab,FN,Gitxsan,Tsimshian
Kitksan,Ab,FN,Gitxsan,Tsimshian
Eskimo,Ab,Inuit,Inuit,Inuit
Eskiemoo,Ab,Inuit,Inuit,Inuit
Eskimo Indian,Ab,Inuit,Inuit,Inuit
Esk Ind,Ab,Inuit,Inuit,Inuit
Ehattisaht,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattemht,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattiset,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattisalet,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattesalit,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattesalet,Ab,FN,Nuu-chah-nulth,Wakashan
Ehattesaht,Ab,FN,Nuu-chah-nulth,Wakashan
Nitinaht,Ab,FN,Nuu-chah-nulth,Wakashan
Nitensht,Ab,FN,Nuu-chah-nulth,Wakashan
Nittieaht,Ab,FN,Nuu-chah-nulth,Wakashan
Nitinabt,Ab,FN,Nuu-chah-nulth,Wakashan
Nitinsht,Ab,FN,Nuu-chah-nulth,Wakashan
Niteusht,Ab,FN,Nuu-chah-nulth,Wakashan
Nitansats,Ab,FN,Nuu-chah-nulth,Wakashan
Denes,Ab,FN,Dene,Athapaskan
Dene,Ab,FN,Dene,Athapaskan
Delaware,Ab,FN,Delaware,Algonquian
Deleware,Ab,FN,Delaware,Algonquian
Delavare,Ab,FN,Delaware,Algonquian
Delawar,Ab,FN,Delaware,Algonquian
Delewares,Ab,FN,Delaware,Algonquian
Delawore,Ab,FN,Delaware,Algonquian
Ta-nakteuk,Ab,FN,Da'naxda'xw (former Tanakteuk),Wakashan
Tanakteuk,Ab,FN,Da'naxda'xw (former Tanakteuk),Wakashan
Tanaktenk,Ab,FN,Da'naxda'xw (former Tanakteuk),Wakashan
Dakato,Ab,FN,Dakato,Siouan
Dakoto,Ab,FN,Dakato,Siouan
Dakotao,Ab,FN,Dakato,Siouan
Cree,Ab,FN,Cree,Algonquian
Crees,Ab,FN,Cree,Algonquian
Cree Indian,Ab,FN,Cree,Algonquian
Breed Cree,Ab,FN,Cree,Algonquian
Swampy Cree,Ab,FN,Cree,Algonquian
Swampy,Ab,FN,Cree,Algonquian
Cree Tribal,Ab,FN,Cree,Algonquian
Indian Cree,Ab,FN,Cree,Algonquian
Cree Swampy,Ab,FN,Cree,Algonquian
Cree India,Ab,FN,Cree,Algonquian
Cowichan,Ab,FN,Cowichan,Salish
Indian Cowichan,Ab,FN,Cowichan,Salish
Chilcoten,Ab,FN,Chicotin,Athapaskan
Cayuga,Ab,FN,Cayuga,Iroquoian
Cayaga,Ab,FN,Cayuga,Iroquoian
Cayug,Ab,FN,Cayuga,Iroquoian
Cayga,Ab,FN,Cayuga,Iroquoian
Carrier,Ab,FN,Carrier,Athapaskan
Blood Indian,Ab,FN,Blood,Algonquian
Blood Ind,Ab,FN,Blood,Algonquian
Blackfoot,Ab,FN,Blackfoot,Algonquian
Beaver,Ab,FN,Beaver,Athapaskan
Beaver Ind,Ab,FN,Beaver,Athapaskan
Assiniboine Or Stony,Ab,FN,Assinaboine,Algonquian
Assinaboine,Ab,FN,Assinaboine,Algonquian
Assiniboine De Stony,Ab,FN,Assinaboine,Algonquian
Assiniboine,Ab,FN,Assinaboine,Algonquian
Assiniboia,Ab,FN,Assinaboine,Algonquian
Assin Eb,Ab,FN,Assinaboine,Algonquian
Assinibone,Ab,FN,Assinaboine,Algonquian
Asseriaus,Ab,FN,Assinaboine,Algonquian
Algonquine,Ab,FN,Algonquin,Algonquian
Algonquin,Ab,FN,Algonquin,Algonquian
Algonguine,Ab,FN,Algonquin,Algonquian
Algongain,Ab,FN,Algonquin,Algonquian
Angonquin Indian,Ab,FN,Algonquin,Algonquian
Algonqune,Ab,FN,Algonquin,Algonquian
Algonquin Indian,Ab,FN,Algonquin,Algonquian
Algonquian,Ab,FN,Algonquin,Algonquian
Algorigerie,Ab,FN,Algonquin,Algonquian
Algonquin Indiene,Ab,FN,Algonquin,Algonquian
Algon,Ab,FN,Algonquin,Algonquian
Algongquine,Ab,FN,Algonquin,Algonquian
Algoquin,Ab,FN,Algonquin,Algonquian
Algonkin,Ab,FN,Algonquin,Algonquian
Algonquins,Ab,FN,Algonquin,Algonquian
Algonquin Indien,Ab,FN,Algonquin,Algonquian
Algoncain,Ab,FN,Algonquin,Algonquian
Angonquin,Ab,FN,Algonquin,Algonquian
Indian Algonquin,Ab,FN,Algonquin,Algonquian
Algontienne,Ab,FN,Algonquin,Algonquian
Algonquin India,Ab,FN,Algonquin,Algonquian
Algonqiun,Ab,FN,Algonquin,Algonquian
Algonguin,Ab,FN,Algonquin,Algonquian
Algongosin Indian,Ab,FN,Algonquin,Algonquian
Algoncaine,Ab,FN,Algonquin,Algonquian
Agonquin,Ab,FN,Algonquin,Algonquian
Abenaquise,Ab,FN,Abenaki,Algonquian
Abenaki Indiene,Ab,FN,Abenaki,Algonquian
Abenaki,Ab,FN,Abenaki,Algonquian
Abenaques,Ab,FN,Abenaki,Algonquian
Abenaqie,Ab,FN,Abenaki,Algonquian
Abenaquie Indien,Ab,FN,Abenaki,Algonquian
Abenaquie,Ab,FN,Abenaki,Algonquian
Abenaki Indien,Ab,FN,Abenaki,Algonquian
Abenak,Ab,FN,Abenaki,Algonquian
English,En,,,
Irish,Ir,,,
Scotch,Sc,,,
Francaise,Fr,,,
Française,Fr,,,
French,Fr,,,
German,Others,,,
Francais,Fr,,,
Eng,En,,,
Français,Fr,,,
Anglaise,En,,,
Dutch,Others,,,
Russian,Rus,,,
Chinese,Ch,,,
Francaisse,Fr,,,
African,Others,,,
Franc,Fr,,,
Ecossaise,Sc,,,
Welsh,Others,,,
Austrian,Others,,,
Anglais,En,,,
Icelandic,Others,,,
England,En,,,
Filipino,Others,,,
Indian,Ab,,,
Italian,It,,,
Polish,Others,,,
Ireland,Ir,,,
Franç,Fr,,,
Swedish,Others,,,
Japanese,Ja,,,
Fran,Fr,,,
Fb,Ab,Metis,,
Norwegian,Others,,,
Swiss,Others,,,
Swede,Others,,,
Danish,Others,,,
Negro,Others,,,
Juive,Others,,,
Françaisse,Fr,,,
Hebrew,Others,,,
Galician,Others,,,
Canadien,Others,,,
Allemande,Others,,,
Ger,Others,,,
Indienne,Ab,,,
Germany,Others,,,
Canadienne,Others,,,
Cree F B,Ab,Metis,,
Canadian,Others,,,
Scoth,Sc,,,
Scotland,Sc,,,
Jew,Others,,,
Irsh,Ir,,,
Scandinavian,Others,,,
F B,Out,,,
Jewish,Others,,,
Scot,Sc,,,
Englis,En,,,
Italienne,It,,,
Ob,Ab,Metis,,
Cree S B,Ab,Metis,,
Germ,Others,,,
Cand Franc,Fr,,,
Hungarian,Others,,,
Sb,Ab,Metis,,
Duch,Others,,,
Italien,It,,,
Francai,Fr,,,
Belge,Others,,,
Chep B,Out,,,
Iceland,Others,,,
It,It,,,
France,Fr,,,
Galacian,Others,,,
Engl,En,,,
Franch,Fr,,,
Allemand,Others,,,
Russe,Rus,,,
Irlandaise,Ir,,,
Holland,Others,,,
Crie,Out,,,
Doukhobor,Others,,,
American,Others,,,
Finland,Others,,,
Scottish,Sc,,,
Irland,Ir,,,
M F,Out,,,
O,Ab,,,
Eb,Ab,Metis,,
Cree E B,Ab,Metis,,
Icelander,Others,,,
Fracaise,Fr,,,
Canad Frs,Fr,,,
Germain,Others,,,
Jerman,Others,,,
Fransaise,Fr,,,
Francis,Fr,,,
Austria,Others,,,
Francasie,Fr,,,
Galicia,Others,,,
Scotish,Sc,,,
Garman,Rus,,,
Gallician,Others,,,
Englaise,En,,,
Ireish,Ir,,,
Cree Fb,Ab,Metis,,
R. D. R.,Out,,,
Almande,Others,,,
Ac Française,Fr,,,
French B,Ab,Metis,,
Francoise,Fr,,,
Spanish,Others,,,
Poland,Others,,,
Ojibbewa Fb,Ab,Metis,,
Scoch,Sc,,,
Sweden,Others,,,
Dane,Others,,,
Cri M F,Out,,,
Francas,Fr,,,
Juif,Others,,,
Sweed,Others,,,
Syrian,Others,,,
Dènès,Out,,,
Mf,Out,,,
Franaise,Fr,,,
Belgian,Others,,,
Sweedish,Others,,,
French Canadien,Fr,,,
Irash,Out,,,
Belgium,Others,,,
E B,Ab,Metis,,
Bohemian,Others,,,
Gearman,Others,,,
Canadienne French,Fr,,,
Hollander,Others,,,
Can Franc,Fr,,,
Francaises,Fr,,,
Ib,Ab,Metis,,
Syrienne,Others,,,
Francaise Canadienne,Fr,,,
Englais,En,,,
O B,Ab,Metis,,
Francase,Fr,,,
Sotch,Sc,,,
C S B,Out,,,
S B,Ab,Metis,,
Welch,Others,,,
Fhb,Out,,,
Ecosaise,Sc,,,
Franciase,Fr,,,
British,En,,,
Françai,Fr,,,
Austrain,Others,,,
Irelandaise,Ir,,,
C Francais,Out,,,
Ecossais,Sc,,,
Canadiene,Others,,,
Cree Eb,Ab,Metis,,
French F B,Ab,Metis,,
Fr Canadienne,Fr,,,
Cand F,Fr,,,
C,Out,,,
Finlander,Others,,,
Germa,Others,,,
Cree Scotch B,Ab,Metis,,
Jap,Ja,,,
Fron,Fr,,,
Finn,Others,,,
Cree Sb,Ab,Metis,,
Françaises,Fr,,,
Englsh,En,,,
C Francaise,Out,,,
Fancaise,Fr,,,
R D R,Out,,,
Frances,Fr,,,
Italy,It,,,
Francais Canadien,Fr,,,
Frs,Fr,,,
Irlande,Ir,,,
Francise,Fr,,,
Icel,Others,,,
Almand,Others,,,
Francois,Fr,,,
China,Ch,,,
English B,Ab,Metis,,
Finnish,Others,,,
Chip Fb,Ab,Metis,,
Can,Others,,,
Pole,Others,,,
Francaiss,Fr,,,
Sweede,Others,,,
Russian Jew,Rus,,,
Africa,Others,,,
Rossian,Others,,,
Fraincaise,Fr,,,
Scotch B,Out,,,
Us,Others,,,
Cree O B,Ab,Metis,,
